madde_id,madde,on_taki
3763,can atmak,
3764,can başına sıçramak,
3765,can baş üstüne,
3766,can beslemek,
3767,can boğazdan gelir (veya geçer),
3768,can borcunu ödemek,
3769,can bostanda bitmez,
3770,can bulmak,
3771,"can cana, baş başa",
3772,can candan şirindir (veya tatlıdır),
3773,can canın yoldaşıdır,
3774,can cümleden aziz,
3775,can çekişmek,
3776,can çekişmektense ölmek yeğdir,
3777,can çıkmayınca (veya çıkmadan) huy çıkmaz,
3778,can dayanmamak,
3779,can derdinde olmak,
3780,can derdine düşmek,
3781,can gelmek,(bir şeye) 
3782,can kalmamak,
3783,can kaygısına düşmek,
3784,can olmak,
3785,can sıkmak,
3786,can vermek,
3787,can yakmak,
3788,cana (veya canına) can katmak,
3789,cana gelecek mala gelsin,
3790,cana kıymak,
3791,cana minnet saymak (veya bilmek),
3792,candan geçmek,
3793,canı acımak,
3794,canı ağzına (veya boğazına) gelmek,
3795,canı bayılmak,
3796,canı burnuna (veya burnundan) gelmek,
3797,canı burnundan çıkmak,
3798,canı cana ölçmek,
3799,canı canına (veya içine) sığmamak,
3800,canı cehenneme,
3801,canı çekilmek,
3802,canı çekmek,
3803,canı çıkasıca,
3804,canı çıkmak,
3805,canı çıksın!,
3806,canı gelip gitmek,
3807,canı gelmek,
3808,canı gibi sevmek,
3809,canı gitmek,
3810,canı ile oynamak,
3811,canı ile uğraşmak,
3812,canı istemek,
3813,canı isterse,
3814,canı kaymak isteyen mandayı yanında taşır,
3815,canı sağ olsun!,
3816,canı sıkılmak,
3817,"canı yanan eşek, attan yüğrük olur",
3818,canı yanmak,
3819,canı yerine gelmek,
3820,canı yok mu?,
3821,canım,
3822,canım ciğerim,
3823,canım dese canın çıksın diyor sanmak,
3824,canımı sokakta bulmadım,
3825,canımın içi,
3826,canın isterse,
3827,canına acımamak,
3828,canına değmek,
3829,canına ezan okumak,
3830,canına geçmek (veya işlemek veya kâr etmek),
3831,canına kastetmek,
3832,canına kıymak,
3833,canına minnet (olmak),
3834,canına okumak,
3835,canına rahmet,
3836,canına susamak,
3837,canına tak demek (veya etmek),
3838,canına tükürdüğümün (veya üfürdüğümün),
3839,canına yandığım (veya yandığımın),
3840,canına yetmek,
3841,canından bezmek (veya bıkmak veya usanmak),
3842,canından geçmek,
3843,canını acıtmak,
3844,canını almak,
3845,canını bağışlamak,
3846,canını burnundan getirmek,
3847,canını cehenneme göndermek (veya yollamak),
3848,canını çıkarmak,
3849,canını dar atmak,
3850,canını dişine almak (veya takmak),
3851,canını sıkmak,
3852,canını sokakta bulmamak,
3853,canını vermek,
3854,canını yakmak,
3855,canının derdine düşmek,
3856,canının içine sokacağı gelmek,
3864,canavar gibi,
3865,canavar kesilmek,
3878,canciğer kuzu sarması,
3879,canciğer olmak,
3881,can damarına basmak,
3882,can damarından yakalamak,
3890,canevinden vurmak,
3893,canfes gibi,
3928,... canlısı (olmak),
3931,canlı cenazeye dönmek,
3943,cansız düşmek,
3957,car etmek,
3968,cariyeniz (veya cariyeleri),
3970,cariyelik etmek,
3975,cart (veya zırt) kaba kâğıt,
3976,cart cart ötmek,
3978,cartayı çekmek,
3982,cart curt etmek,
3984,cascavlak ortada kalmak,
3987,casusluk etmek,
4006,cayırtı koparmak,
4007,cayırtı vermek,
4008,cayırtıyı basmak,
4013,caz yapmak,
4019,cazgırlık yapmak,
4050,cebellezi etmek,
4055,cebir kullanmak,
4073,cefa çekmek (veya görmek),
4074,cefa etmek,
4075,cefaya katlanmak,
4076,cefayı çekmeyen sefanın kadrini bilmez,
4084,cehennem gibi,
4085,cehennem ol!,
4086,cehennem olup gitmek,
4087,cehenneme çevirmek,
4088,cehenneme kadar yolu var,
4089,cehennemi boylamak,
4090,cehennemin dibi (veya bucağı),
4091,cehennemin dibine gitmek,
4106,ceketini alıp çıkmak (veya gitmek),
4122,cellat gibi,
4128,celseyi açmak,
4129,celseyi tatil etmek,
4133,cemaat ne kadar çok olsa imam gene bildiğini okur,
4134,cemaate uymak,
4135,cemaatle namaz kılmak,
4146,cemaziyelevvelini bilmek,
4156,cemre düşmek,
4161,cenapları,
4163,cenaze gibi,
4164,cenazeyi kaldırmak,
4172,cendereye sokmak,
4182,cenk etmek,
4188,cennete çevirmek,
4189,cennete dönmek,
4190,cennet gibi,
4210,cep yakmak,
4211,cebi para görmek,
4212,cebinden çıkarmak,(birini) 
4213,cebine indirmek (veya atmak),
4214,cebini (veya ceplerini) doldurmak,
4215,cepten aramak,
4216,cepten harcamak,
4217,cepten vermek,
4218,cepten yemek,
4227,cep harçlığını çıkarmak,
4229,cephe açmak,
4230,cephe almak,
4231,cepheden cepheye koşmak,
4232,cepheden hücuma geçmek,
4246,cerre çıkmak,
4255,ceremesini çekmek,
4258,cereyana kapılmak,
4259,cereyan çarpmak,
4260,cereyanda kalmak,
4261,cereyan etmek,
4264,cerh etmek,
4280,cesaret almak (veya bulmak),
4281,cesaret etmek,
4282,cesaret gelmek,(birine) 
4283,cesaret göstermek,
4284,cesaret vermek,
4285,cesarete gelmek,(biri) 
4286,cesaretini kırmak,(birinin) 
4287,cesaretini toplamak,
4306,ceddine (veya yedi ceddine) lanet,
4307,ceddine rahmet,
4313,cevahir yumurtlamak,
4316,cevap vermek,
4317,cevabı dikmek (veya dayamak veya yapıştırmak),
4320,cevap hakkı doğmak,
4331,cevapsız bırakmak,
4332,cevapsız kalmak,
4334,cevaz vermek,(bir şeye) 
4337,cevher yumurtlamak,
4342,ceviz kırmak,
4343,cevizi çift görmeden taş atmamak,
4354,ceylan gibi,
4357,ceza almak,
4358,ceza çekmek,
4359,ceza görmek,
4360,ceza kesmek,(birine) 
4361,ceza vermek,
4362,ceza yazmak,
4363,ceza yemek,
4364,cezasını bulmak,
4365,cezasını çekmek,
4366,cezaya çarptırmak,
4386,cezbeye tutulmak (veya kapılmak),
4399,cezve sürmek,
4403,cıcığı çıkmak,
4404,cıcığını çıkartmak,
4411,cılkı çıkmak,
4412,cılk etmek,
4413,cılk çıkmak,
4458,cıva gibi,
4505,battı balık yan gider,
4506,batan geminin malları bunlar,
4511,battal etmek,
4512,battal olmak,
4529,bayağı kaçmak,
4550,baygın düşmek,
4551,baygın baygın bakmak,
4555,baygınlık geçirmek,
4581,baykuşun kısmeti ayağına gelir,
4582,baykuş gibi,
4593,bayrak açmak,
4594,bayrak çekmek (veya asmak),
4595,bayrak dikmek,
4596,bayrak gibi,
4597,bayrağı yarıya indirmek,
4598,bayrakları açmak,
4609,bayraktarlık etmek,
4610,bayraktarlığını yapmak,
4614,bayram etmek (veya yapmak),
4615,"bayram değil, seyran değil (eniştem beni niye öptü)",
4616,bayram haftasını mangal tahtası anlamak,
4617,bayram koçu gibi,
4618,bayramda borç ödeyene ramazan ağır gelir,
4624,bayram havası esmek,
4648,baz almak,
4654,"bazı dingil döner, bazı teker",
4675,bebek beklemek,
4676,bebek gibi,
4681,bebeklik etmek,
4685,becayiş etmek,
4700,bedava sirke baldan tatlıdır,
4707,bedbaht etmek,
4708,bedbaht olmak,
4711,bedbin etmek,
4712,bedbin olmak,
4719,beddua sinmek,(birine) 
4720,bedduası tutmak,
4721,bedduasını almak,(birinin) 
4722,beddua etmek,
4724,bedel tutmak,
4725,bedel vermek,
4772,beğenmemek,
4773,beğenmeyen kızını (veya küçük kızını) vermesin,
4785,beis görmemek,
4786,beis yok,
4792,beka bulmak,
4795,"bekâr gözü, kör gözü",
4796,bekâr kalmak (veya yaşamak),
4797,bekâra karı boşaması kolaydır,
4798,"bekârın parasını it yer, yakasını bit",
4802,bekârlık maskaralık,
4803,bekârlık sultanlık,
4807,bekçi kalmak,
4814,beklemeye almak,
4816,bekle yârin köşesini!,
4846,bel etmek,
4848,bel bağlamak,
4849,bel kırmak,
4850,bel vermek,
4851,belden aşağı vurmak,
4852,beli açılmak,
4853,beli bükülmek,
4854,beli çökmek,
4855,belini bükmek,(bir şey birinin) 
4856,belini doğrultmak,
4857,belini kırmak,
4858,belini vermek,
4860,beli gelmek,
4861,belinden gelmek,
4863,bel bellemek,
4866,bela (veya belasını) aramak,
4867,bela çıkarmak,
4868,bela getirmek,
4869,bela kesilmek,
4870,bela okumak,
4871,bela olmak,
4872,belalar mübareği,
4873,belası,(...) 
4874,belasını bulmak,
4875,belaya çatmak (veya girmek veya uğramak),
4876,belayı satın almak,
4896,belediyelik olmak,
4915,beleş atın dişine (veya yaşına) bakılmaz,
4916,beleşe konmak,
4924,belge almak,
5014,belki de,
5019,belleğini yitirmek,
5037,belli etmek,
5038,belli olmak,
5045,belsoğukluğuna uğratmak,
5047,bembeyaz kesilmek (veya olmak),
5052,ben yokum (veya ben bu işte yokum),
5053,benden,
5054,benden günah gitti,
5055,benden paso,
5056,benden söylemesi,
5057,"ben hancı, sen yolcu oldukça",
5058,ben şahımı (veya şeyhimi) bu kadar severim,
5059,beni sokmayan yılan bin (yıl) yaşasın,
5060,benim diyen,
5061,"benim oğlum bina okur, döner döner yine okur",
5067,bencil olmak,
5074,bencillik etmek,
5076,bendeniz,
5077,bendeniz cennet kuşu,
5109,benzi atmak,
5110,benzi geçmek,
5111,benzi kanlanmak,
5112,benzi kül gibi olmak (veya küle dönmek),
5113,benzi sararmak,
5114,benzi solmak,
5115,benzi uçmak,
5116,benzinde kan kalmamak,
5117,benzine kan gelmek,
5122,benliği yoğurmak,
5123,benliğinden çıkmak,
5134,bent etmek,(birini) 
5135,bent olmak,
5138,"benzeye benzeye yaz, benzeye benzeye kış olur",
5165,benzetmek gibi olmasın,
5179,beraat etmek,
5181,beraatizimmet asıldır,
5183,berabere bitmek,
5184,berabere kalmak,
5192,berbat olmak,
5193,berbat etmek (veya eylemek),
5195,berber berbere benzer ama başın Allah'a emanet,
5208,bereket ki (veya bereket versin ki),
5209,bereket versin,
5213,bereketli ola! (veya olsun!),
5228,berhava etmek,
5229,berhava olmak,
5231,berhayat olmak,
5233,berhudar ol!,
5262,bertaraf etmek,
5263,bertaraf olmak (veya edilmek),
5276,besiye çekmek,
5294,beslemeyi eslemeden alma,
5295,besleme gibi,
5298,"besle kargayı, oysun gözünü",
5318,besmele çekmek,
5321,beste yapmak (veya bağlamak),
5334,bahis açmak,
5335,bahse girmek (veya tutuşmak),
5336,bahsi geçmek,
5337,bahsi kapamak,
5338,bahsi kaybetmek,
5339,bahsi kazanmak,
5340,bahsi tazelemek,
5343,bahis konusu olmak,
5354,bahşiş atın dişine (veya yaşına) bakılmaz,
5356,"baht olmayınca başta, ne kuruda biter ne yaşta",
5357,bahtı açılmak,
5358,bahtı bağlı olmak,
5359,bahtı kapanmak,
5360,bahtına küsmek,
5362,bahtı açık olmak,
5364,bahtı kara olmak,
5366,bahtiyar olmak,
5370,bahtsız olmak,
5371,bahtsızın bağına yağmur yerine ya taş yağar ya dolu,
5394,bakım yapmak,
5409,bakır çalmak,
5424,bakış atmak,
5433,baki kalmak,
5440,bakkala bırakma!,
5447,bakla dökmek (veya atmak),
5448,bakla kadar,
5449,baklayı ağzından çıkarmak,
5459,baklava açmak,
5468,bak!,
5469,bak bak!,
5470,bak hele!,
5471,bakalım (veya bakayım),
5472,bakan göze bağ olmaz,
5473,"bakan yemez, kapan yer",
5474,bakar mısınız?,
5475,"bakarsan bağ olur, bakmazsan dağ olur",
5476,bakarsın,
5477,bakılsa,
5478,bakma sen,
5479,bakmakla usta olunsa köpekler kasap olurdu,
5480,baksana! (veya baksanıza!),
5481,baktıkça alır,
5482,"baktın kar havası, eve gel kör olası",
5496,bal alacak çiçeği bilmek (veya bulmak),
5497,bal bal demekle ağız tatlanmaz,
5498,bal dök de yala,
5499,bal gibi,
5500,bal sağmak,
5501,bal tutan parmağını yalar,
5502,"balı dibinden, yağı yüzünden",
5503,balı olan bal yemez mi?,
5504,"balı parmağı uzun yemez, kısmetlisi yer",
5505,balın âlâsı oğlun tazesinden,
5506,bal ile kaymak yenir ama her keseye göre değil,
5507,bal olan yerde sinek de olur,
5529,balcı kızı daha tatlı,
5530,"balcının var bal tası, oduncunun var baltası",
5563,balık ağa girdikten sonra aklı başına gelir,
5564,balık baştan avlanır,
5565,balık baştan kokar,
5566,balık kavağa çıkınca,
5567,balığa çıkmak,
5607,baliğ olmak,
5636,ballı börek olmak,
5641,bal mumu gibi erimek,
5642,bal mumu yapıştırmak,
5645,balo vermek,
5647,balon uçurmak,
5648,balon yapmak,
5665,balta değmedik ağaç olmaz,
5666,balta değmemiş (veya girmemiş veya görmemiş),
5667,balta olmak,(birine) 
5668,balta vurmak,
5669,baltadan kurtulmak,
5670,baltası kütükten çıkmak,
5671,baltayı taşa vurmak,
5685,balya yapmak,
5694,balyoz gibi,
5705,bam teline basmak (veya dokunmak),
5710,bana bak!,
5711,bana da ... demesinler,
5712,bana dokunmayan yılan bin yaşasın,
5713,bana mısın dememek,
5734,bangır bangır bağırmak,
5741,banka gibi,
5742,bankadan çekmek (veya almak),
5743,bankaya yatırmak,
5756,banko geçmek,
5767,bant çözmek,
5768,bant doldurmak,
5769,banda almak,
5770,banttan vermek (veya yayımlamak),
5777,banyo yapmak,
5791,bar tutmak,
5795,bar bağlamak (veya tutmak),
5798,barajı aşmak (veya geçmek),
5799,baraj yapmak (veya kurmak),
5832,bardağı taşıran damla,
5833,bardağı taşırmak,
5834,bardaktan boşanırcasına yağmak,
5854,barış görüş olmak,
5855,barış yapmak,
5860,barışık olmak,
5870,barikat kurmak,
5871,barikat yapmak,
5905,barut gibi,
5906,barut kesilmek (veya olmak),
5907,barut kokusu gelmek,
5908,barutla oynamak,
5913,barut fıçısı gibi,
5922,bas tutmak,
5927,basamak yapmak,
5946,basıla vermek,
5960,basınç yapmak,
5976,basireti bağlanmak,
5981,basite indirgemek,
5996,basket yapmak,
6002,baskı altında tutmak,
6003,baskıda kalmak,
6004,baskıdaki altından askıdaki salkım yeğdir,
6005,baskı yapmak,
6013,baskın basanındır,
6014,baskın çıkmak (veya gelmek),
6015,baskın vermek,
6016,baskına uğramak,
6017,baskın yapmak,
6021,baskısız büyümek,
6022,"baskısız tahtayı yel alır, yel almazsa sel alır",
6030,bas! (veya bas git!),
6031,basıp geçmek,
6032,basıp gitmek,
6033,bastığı yerde ot bitmez,
6034,bastığı yere bir daha basmamak,
6035,bastığı yeri bilmemek,
6055,baston (veya baston yutmuş) gibi,
6068,"baş ağır gerek, kulak sağır",
6069,baş ağrıtmak,
6070,baş (veya başını) alamamak,
6071,baş bağlamak,
6072,baş bulmak,
6073,baş (veya başı) çekmek,
6074,baş çevirtmek,
6075,baş dille tartılır,
6076,baş döndürmek,
6077,baş edebilmek,
6078,baş edememek,
6079,baş eğmek,
6080,baş eldeyken,
6081,baş etmek,
6082,baş gelmek,
6083,baş göstermek,
6084,baş göz etmek,
6085,baş göz olmak,
6086,"baş kes, yaş kesme",
6087,baş kesmek,
6088,baş kıç olmak,
6089,baş kıç vurmak,
6090,"baş kırılır (veya yarılır) fes (veya börk) içinde, kol kırılır yen (veya kürk) içinde",
6091,baş koşmak,
6092,baş koymak,
6093,baş nereye giderse ayak da oraya gider,
6094,baş olan boş olmaz,
6095,baş ol da istersen soğan başı ol,
6096,baş olmak,
6097,"baş sağlığı, dünya varlığı",
6098,baş sallamak,
6099,baş tutamamak,(gemi)
6100,baş tutmak,(bir yere)
6101,baş üstünde tutmak,
6102,baş üstünde yeri var,
6103,baş vermek,
6104,baş yakmak,
6105,baş yapmak,
6106,baş yastığı baş derdini bilmez,
6107,baş yemek,
6108,başa çıkmak,(biriyle)
6109,başa çıkmak,(bir şeyle)
6110,başa gelen (dert) çekilir,
6111,başa gelmek,
6112,başa gelmeyince bilinmez,
6113,başa güreşmek,
6114,başa vermek,
6115,başı ağrımak,
6116,başı bağlanmak,
6117,başı belada olmak,
6118,başı belaya girmek (veya uğramak),
6119,başı çatlamak,
6120,başı dara düşmek,
6121,başı daralmak,
6122,başı darda kalmak,
6123,başı derde girmek,
6124,başı dönmek,
6125,başı göğe ermek (veya değmek),
6126,başı hoş olmamak,
6127,başı için,
6128,başı kazan gibi olmak,
6129,başı nâra yanmak,
6130,başı sağ olsuna gitmek,
6131,başı sıkılmak (veya sıkışmak),
6132,başı sıkıya gelmek,
6133,başı taşa değmek,
6134,başı tutmak,
6135,başı üstünde yeri olmak,
6136,başı yastığa düşmek,
6137,başı yastık yüzü görmemek,
6138,başı yerine gelmek,
6139,başı zapt olunmamak,
6140,başım gözüm üstüne,
6141,başımla beraber,
6170,a'dan z'ye (kadar),
6174,aba altında er yatar,
6175,aba altından sopa (veya değnek) göstermek,
6176,aba gibi,
6177,"aba vakti aba, yaba vakti yaba",
6178,abanın kadri yağmurda bilinir,
6179,abayı sermek,(bir yere) 
6180,abayı yakmak,
6182,abacı kebeci (ara yerde) ya sen neci?,
6195,abandone etmek,
6196,abandone olmak,
6201,abanoz gibi,
6202,abanoz kesilmek,(bir şey) 
6220,abat etmek (veya eylemek),
6221,abat olmak,
6225,abazan kalmak,
6229,"abdal ata binince bey oldum sanır, şalgam aşa girince yağ oldum sanır",
6230,"abdal düğünden, çocuk oyundan usanmaz",
6231,"abdal tekkede, hacı Mekke'de bulunur",
6232,"abdala ""kar yağıyor"" demişler, ""titremeye hazırım"" demiş",
6233,abdala malum olur,
6234,abdalın dostluğu köy görününceye kadar,
6235,abdalın karnı doyunca gözü pabucundadır (veya yolda olur),
6237,abdest almak,
6238,abdest bozmak,
6239,abdest tazelemek,
6240,abdesti bozulmak,
6241,abdesti gelmek,
6242,abdesti kaçmak,
6243,"abdestinde, namazında olmak",
6244,abdestinden şüphesi olmamak,
6245,abdestini vermek,
6254,abes bulmak,
6255,abes kaçmak,
6256,abesle iştigal etmek (veya uğraşmak),
6258,abıhayat içmiş,
6271,ablalık etmek (veya yapmak),
6275,abliyi kaçırmak (veya bırakmak veya koyuvermek),
6277,abluka altında tutmak,
6278,abluka etmek (veya ablukaya almak),
6279,ablukayı kaldırmak,
6280,ablukayı yarmak,
6282,abone etmek,
6283,abone olmak,
6287,aborda etmek,
6288,aborda olmak,
6302,abuk sabuk konuşmak,
6307,abullabutluk etmek,
6318,acayip olmak,
6319,acayibine gitmek,
6326,acele etmek,
6327,acele ile menzil alınmaz,
6328,acele işe şeytan karışır,
6329,acele yürüyen yolda kalır,
6330,acelesi olmak,
6331,aceleye gelmek,
6332,aceleye getirmek,
6345,acemi katır kapı önünde yük indirir,
6346,acemi nalbant gâvur eşeğinde öğrenir,
6354,acemilik çekmek,
6355,acemilik etmek,
6370,"acı acıyı keser, su sancıyı",
6371,acı çekmek (veya duymak),
6372,acı gelmek,
6373,acı (veya acılar) görmek,
6374,acı patlıcanı kırağı çalmaz,
6375,acı söylemek,
6376,acı vermek,
6377,acısı çıkmak,
6378,acısı içine (veya yüreğine) çökmek (veya işlemek),
6379,acısı ortaya çıkmak,
6380,acısına dayanamamak,
6381,acısını almak,(birinin) 
6382,acısını almak,
6383,acısını bağrına (veya içine) basmak (veya gömmek),
6384,acısını çekmek,
6385,acısını çıkarmak,
6386,acısını görmek,
6405,acıklı başta akıl olmaz,
6409,"acıkan doymam, susayan kanmam sanır",
6410,"acıkan ne olsa yer, acıyan ne olsa söyler",
6411,acıkmış kudurmuştan beterdir,
6436,"acındırırsan arsız olur, acıktırırsan hırsız olur",
6446,acı söz insanı dininden çıkarır,
6456,acil şifalar dilemek,
6460,âciz kalmak,
6461,âciz (veya âcizleri),
6463,aciz içinde olmak,
6464,acze düşmek,
6474,aç açık kalmak,
6475,aç aç ile yatınca arada dilenci doğar,
6476,"aç aman bilmez, çocuk zaman bilmez",
6477,"aç at yol almaz, aç it av almaz",
6478,aç ayı oynamaz,
6479,aç bırakmak,
6480,aç elini kora sokar,
6481,"aç doymam, tok acıkmam sanır",
6482,aç doyurmak,
6483,"aç esner, âşık gerinir",
6484,aç gezmektense tok ölmek yeğdir,
6485,aç ile dost olayım diyen peşin karnını doyursun,
6486,aç ile eceli gelen söyleşir,
6487,aç kalmak,
6488,aç köpek fırın deler,
6489,aç kurt aslana saldırır,
6490,aç kurt gibi,
6491,aç kurt yavrusunu yer,
6492,"aç ne yemez, tok ne demez",
6493,aç susuz kalmak,
6494,aç tavuk kendini arpa ambarında sanır,
6495,"aç, yanından kaç",
